source,period,Label,count,total_count
15091,2015-10-10,-1,1,1
15091,2015-10-11,-1,1,1
15091,2015-10-15,-1,1,1
15091,2015-10-24,-1,1,1
15091,2015-10-25,-1,1,1
15091,2015-10-30,-1,1,1
15091,2015-11-14,-1,1,1
15091,2015-11-20,-1,1,1
15091,2015-11-21,-1,1,1
15091,2017-01-01,-1,1,1
15091,2017-01-03,-1,1,1
15091,2017-01-11,-1,1,1
15091,2017-01-31,-1,1,1
15091,2017-02-16,-1,1,1
15091,2016-01-24,-1,1,1
15091,2016-01-29,-1,1,1
15091,2016-01-30,-1,1,1
15091,2016-02-16,-1,1,1
15091,2016-02-19,-1,1,1
15091,2016-03-07,-1,1,1
15091,2016-03-22,-1,1,1
15091,2016-04-15,-1,1,1
15091,2016-04-16,-1,1,1
15091,2016-04-18,-1,1,1
15091,2016-05-08,-1,1,1
15167,2016-01-26,-1,1,1
15167,2016-02-21,-1,1,1
15167,2016-03-02,-1,1,1
15167,2016-03-06,-1,1,1
15167,2016-03-09,-1,1,1
15167,2016-03-13,-1,1,1
15091,2016-07-16,-1,1,1
15091,2016-07-22,-1,1,1
15091,2016-07-29,-1,1,1
15091,2016-08-25,-1,1,1
15091,2016-10-16,-1,1,1
15091,2016-10-21,-1,1,1
15091,2016-10-22,-1,1,1
15091,2016-12-04,-1,1,1
15091,2016-12-16,-1,1,1
15091,2016-12-30,-1,1,1
15203,2016-09-07,-1,1,1
15227,2016-11-30,-1,1,1
15240,2016-12-23,-1,1,1
15244,2016-02-11,-1,1,1
15267,2015-07-21,-1,1,1
15267,2016-07-09,-1,1,1
15282,2016-11-28,-1,1,1
15091,2017-02-18,-1,1,1
15091,2017-04-29,-1,1,1
15104,2016-09-25,-1,1,1
15138,2014-04-09,-1,1,1
15144,2015-06-07,-1,1,1
15145,2017-04-08,-1,1,1
15155,2016-05-29,-1,1,1
15167,2015-04-18,-1,1,1
15167,2015-08-16,-1,1,1
15313,2014-12-08,-1,1,1
15320,2016-07-16,-1,1,1
15332,2014-04-07,-1,1,1
15332,2014-11-19,-1,1,1
15332,2015-12-09,-1,1,1
15332,2016-05-07,-1,1,1
15332,2017-01-25,-1,1,1
15337,2015-12-11,-1,1,1
15167,2016-04-18,-1,1,1
15167,2016-04-21,-1,1,1
15167,2016-06-15,-1,1,1
15167,2016-11-12,-1,1,1
15167,2017-04-07,-1,1,1
15190,2016-11-11,-1,1,1
15190,2016-12-02,-1,1,1
15196,2015-12-18,-1,1,1
15368,2014-04-28,-1,1,1
15368,2014-05-05,-1,1,1
15368,2014-05-22,-1,1,1
15368,2014-05-31,-1,1,1
15368,2014-06-12,-1,1,1
15368,2014-08-27,-1,1,1
15368,2014-09-16,-1,1,1
15368,2014-09-21,-1,1,1
15304,2015-10-27,-1,1,1
15310,2014-03-03,-1,1,1
15310,2015-07-01,-1,1,1
15310,2016-09-07,-1,1,1
15310,2016-11-25,-1,1,1
15310,2016-12-27,-1,1,1
15310,2017-04-01,-1,1,1
15311,2015-11-05,-1,1,1
15368,2015-07-16,-1,1,1
15368,2015-08-05,-1,1,1
15368,2015-08-31,-1,1,1
15368,2015-09-03,-1,1,1
15368,2015-09-11,-1,1,1
15368,2015-10-20,-1,1,1
15368,2015-10-21,-1,1,1
15368,2015-12-19,-1,1,1
15357,2014-07-25,-1,1,1
15357,2015-07-15,-1,1,1
15357,2017-03-27,-1,1,1
15368,2014-01-07,-1,1,1
15368,2014-01-13,-1,1,1
15368,2014-03-03,-1,1,1
15368,2014-03-19,-1,1,1
15368,2014-04-16,-1,1,1
15368,2016-06-20,-1,1,1
15368,2016-06-25,-1,1,1
15368,2016-08-09,-1,1,1
15368,2016-09-15,-1,1,1
15368,2016-10-05,-1,1,1
15368,2016-10-23,-1,1,1
15368,2016-10-26,-1,1,1
15368,2016-10-30,-1,1,1
15368,2016-12-15,-1,1,1
15368,2014-11-16,-1,1,1
15368,2014-12-12,-1,1,1
15368,2015-01-17,-1,1,1
15368,2015-01-23,-1,1,1
15368,2015-03-28,-1,1,1
15368,2015-06-05,-1,1,1
15368,2015-06-29,-1,1,1
15387,2015-03-01,-1,1,1
15401,2014-01-13,-1,1,1
15410,2016-08-03,-1,1,1
15413,2014-01-07,-1,1,1
15413,2014-10-26,-1,1,1
15413,2014-12-20,-1,1,1
15418,2014-08-30,-1,1,1
15440,2017-04-04,-1,1,1
15440,2017-04-19,-1,1,1
15368,2016-01-05,-1,1,1
15368,2016-01-07,-1,1,1
15368,2016-01-28,-1,1,1
15368,2016-03-10,-1,1,1
15368,2016-03-23,-1,1,1
15368,2016-05-15,-1,1,1
15368,2016-05-25,-1,1,1
13626,2016-10-01,-1,1,1
13626,2016-10-02,-1,1,1
13626,2016-10-03,-1,1,1
13626,2016-10-06,-1,1,1
13626,2016-10-09,-1,1,1
15457,2014-01-31,-1,1,1
15457,2014-02-06,-1,1,1
15457,2014-02-19,-1,1,1
15457,2014-02-26,-1,1,1
15368,2017-01-14,-1,1,1
15368,2017-01-22,-1,1,1
15368,2017-01-30,-1,1,1
15368,2017-02-18,-1,1,1
15368,2017-03-20,-1,1,1
15368,2017-03-24,-1,1,1
15383,2015-09-03,-1,1,1
15448,2014-09-28,-1,1,1
15448,2015-03-25,-1,1,1
15451,2014-10-11,-1,1,1
15451,2014-10-29,-1,1,1
15451,2015-01-16,-1,1,1
15451,2015-05-14,-1,1,1
15451,2015-08-02,-1,1,1
15451,2015-10-28,-1,1,1
15457,2014-01-03,-1,1,1
15457,2014-01-07,-1,1,1
15457,2014-01-28,-1,1,1
13626,2016-11-02,-1,1,1
13626,2016-11-03,-1,1,1
13626,2016-09-28,-1,1,1
13626,2016-09-29,-1,1,1
13626,2016-09-30,-1,1,1
15468,2016-02-17,-1,1,1
15457,2016-02-06,-1,1,1
15457,2016-03-16,-1,1,1
15465,2017-04-21,-1,1,1
15468,2014-03-12,-1,1,1
15468,2014-05-19,-1,1,1
15468,2014-10-23,-1,1,1
15468,2014-12-05,-1,1,1
15468,2015-01-01,-1,1,1
15468,2015-03-28,-1,1,1
15468,2015-04-27,-1,1,1
15468,2015-06-01,-1,1,1
15468,2015-06-18,-1,1,1
15468,2015-07-22,-1,1,1
15468,2015-07-29,-1,1,1
15448,2014-03-29,-1,1,1
15468,2016-05-24,-1,1,1
15468,2015-08-08,-1,1,1
15468,2015-08-12,-1,1,1
15468,2015-09-05,-1,1,1
15468,2015-09-15,-1,1,1
15468,2015-10-30,-1,1,1
15468,2015-10-31,-1,1,1
15468,2016-01-01,-1,1,1
15468,2016-01-04,-1,1,1
15468,2016-01-19,-1,1,1
15468,2016-01-20,-1,1,1
15468,2016-01-27,-1,1,1
15468,2016-01-31,-1,1,1
15468,2016-02-10,-1,1,1
15468,2016-02-11,-1,1,1
15468,2016-02-16,-1,1,1
15468,2016-08-24,-1,1,1
15468,2016-09-15,-1,1,1
15468,2016-10-02,-1,1,1
15468,2016-02-19,-1,1,1
15468,2016-02-20,-1,1,1
15468,2016-02-29,-1,1,1
15468,2016-03-01,-1,1,1
15468,2016-03-09,-1,1,1
15468,2016-03-15,-1,1,1
15468,2016-03-21,-1,1,1
15468,2016-04-25,-1,1,1
15468,2016-04-27,-1,1,1
15468,2016-04-29,-1,1,1
15468,2016-05-04,-1,1,1
15468,2016-05-13,-1,1,1
15468,2016-05-23,-1,1,1
15468,2017-02-23,-1,1,1
15468,2017-02-26,-1,1,1
15468,2017-03-03,-1,1,1
15468,2017-03-10,-1,1,1
15468,2016-05-26,-1,1,1
15468,2016-05-29,-1,1,1
15468,2016-06-03,-1,1,1
15468,2016-06-04,-1,1,1
15468,2016-06-12,-1,1,1
15468,2016-06-25,-1,1,1
15468,2016-06-26,-1,1,1
15468,2016-06-28,-1,1,1
15468,2016-07-02,-1,1,1
15468,2016-07-17,-1,1,1
15468,2016-07-29,-1,1,1
15468,2016-08-23,-1,1,1
13626,2016-09-17,-1,1,1
13626,2016-09-18,-1,1,1
13626,2016-09-22,-1,1,1
15471,2015-11-22,-1,1,1
15471,2016-08-12,-1,1,1
15471,2016-08-15,-1,1,1
15468,2016-10-05,-1,1,1
15468,2016-10-28,-1,1,1
15468,2016-11-02,-1,1,1
15468,2016-11-11,-1,1,1
15468,2016-12-06,-1,1,1
15468,2016-12-18,-1,1,1
15468,2017-01-02,-1,1,1
15468,2017-01-19,-1,1,1
15468,2017-01-21,-1,1,1
15468,2017-02-15,-1,1,1
15468,2017-03-29,-1,1,1
15468,2017-04-12,-1,1,1
15468,2017-04-19,-1,1,1
15471,2014-01-08,-1,1,1
15471,2014-05-21,-1,1,1
15471,2014-12-28,-1,1,1
15471,2015-04-13,-1,1,1
15471,2015-08-16,-1,1,1
15471,2015-08-21,-1,1,1
15471,2015-09-30,-1,1,1
13626,2016-10-11,-1,1,1
13626,2016-10-12,-1,1,1
13626,2016-10-16,-1,1,1
13626,2016-09-09,-1,1,1
13626,2016-09-15,-1,1,1
13626,2016-09-16,-1,1,1
15484,2014-04-22,-1,1,1
15471,2016-11-23,-1,1,1
15471,2017-01-31,-1,1,1
15471,2017-02-17,-1,1,1
15484,2014-01-01,-1,1,1
15484,2014-01-03,-1,1,1
15484,2014-01-06,-1,1,1
15484,2014-01-08,-1,1,1
15484,2014-01-10,-1,1,1
15484,2014-01-11,-1,1,1
15484,2014-01-25,-1,1,1
15484,2014-01-29,-1,1,1
15484,2014-01-31,-1,1,1
15484,2014-02-02,-1,1,1
15484,2014-02-03,-1,1,1
15468,2017-03-22,-1,1,1
15484,2014-05-31,-1,1,1
15484,2014-06-02,-1,1,1
15484,2014-02-10,-1,1,1
15484,2014-02-16,-1,1,1
15484,2014-02-17,-1,1,1
15484,2014-02-20,-1,1,1
15484,2014-02-21,-1,1,1
15484,2014-03-21,-1,1,1
15484,2014-03-24,-1,1,1
15484,2014-03-25,-1,1,1
15484,2014-03-28,-1,1,1
15484,2014-03-31,-1,1,1
15484,2014-04-03,-1,1,1
15484,2014-04-09,-1,1,1
15484,2014-04-11,-1,1,1
15484,2014-04-14,-1,1,1
15484,2014-06-25,-1,1,1
15484,2014-06-26,-1,1,1
15484,2014-06-27,-1,1,1
15484,2014-04-23,-1,1,1
15484,2014-04-25,-1,1,1
15484,2014-04-26,-1,1,1
15484,2014-04-29,-1,1,1
15484,2014-04-30,-1,1,1
15484,2014-05-03,-1,1,1
15484,2014-05-05,-1,1,1
15484,2014-05-13,-1,1,1
15484,2014-05-19,-1,1,1
15484,2014-05-21,-1,1,1
15484,2014-05-23,-1,1,1
15484,2014-05-25,-1,1,1
15484,2014-05-27,-1,1,1
13626,2016-08-16,-1,1,1
13626,2016-08-17,-1,1,1
13626,2016-08-19,-1,1,1
15484,2014-08-03,-1,1,1
15484,2014-08-04,-1,1,1
15484,2014-08-05,-1,1,1
15484,2014-06-03,-1,1,1
15484,2014-06-04,-1,1,1
15484,2014-06-06,-1,1,1
15484,2014-06-07,-1,1,1
15484,2014-06-09,-1,1,1
15484,2014-06-11,-1,1,1
15484,2014-06-12,-1,1,1
15484,2014-06-20,-1,1,1
15484,2014-06-22,-1,1,1
15484,2014-06-24,-1,1,1
15484,2014-07-04,-1,1,1
15484,2014-07-15,-1,1,1
15484,2014-07-18,-1,1,1
15484,2014-07-21,-1,1,1
15484,2014-07-23,-1,1,1
15484,2014-07-24,-1,1,1
15484,2014-07-27,-1,1,1
15484,2014-07-28,-1,1,1
13626,2016-07-11,-1,1,1
13626,2016-07-21,-1,1,1
13626,2016-07-22,-1,1,1
13626,2016-09-25,-1,1,1
13626,2016-09-26,-1,1,1
13626,2016-08-09,-1,1,1
13626,2016-08-12,-1,1,1
13626,2016-08-15,-1,1,1
15484,2014-11-05,-1,1,1
15484,2014-11-07,-1,1,1
15484,2014-08-10,-1,1,1
15484,2014-08-12,-1,1,1
15484,2014-08-19,-1,1,1
15484,2014-08-22,-1,1,1
15484,2014-08-24,-1,1,1
15484,2014-08-28,-1,1,1
15484,2014-08-30,-1,1,1
15484,2014-08-31,-1,1,1
15484,2014-09-03,-1,1,1
15484,2014-09-04,-1,1,1
15484,2014-09-13,-1,1,1
15484,2014-09-17,-1,1,1
15484,2014-09-19,-1,1,1
15484,2014-09-25,-1,1,1
15484,2015-01-01,-1,1,1
15484,2015-01-10,-1,1,1
15484,2015-01-11,-1,1,1
15484,2015-01-15,-1,1,1
15484,2015-01-20,-1,1,1
15484,2014-09-29,-1,1,1
15484,2014-09-30,-1,1,1
15484,2014-10-02,-1,1,1
15484,2014-10-03,-1,1,1
15484,2014-10-05,-1,1,1
15484,2014-10-10,-1,1,1
15484,2014-10-15,-1,1,1
15484,2014-10-20,-1,1,1
15484,2014-10-22,-1,1,1
15484,2014-10-23,-1,1,1
15484,2014-10-30,-1,1,1
15484,2015-03-11,-1,1,1
15484,2015-03-13,-1,1,1
15484,2015-03-15,-1,1,1
15484,2015-03-24,-1,1,1
15484,2015-04-09,-1,1,1
15484,2015-04-11,-1,1,1
15484,2015-04-13,-1,1,1
15484,2014-11-12,-1,1,1
15484,2014-11-18,-1,1,1
15484,2014-11-19,-1,1,1
15484,2014-11-20,-1,1,1
15484,2014-11-22,-1,1,1
15484,2014-11-29,-1,1,1
15484,2014-12-05,-1,1,1
15484,2014-12-12,-1,1,1
15484,2014-12-29,-1,1,1
15484,2015-05-28,-1,1,1
15484,2015-06-14,-1,1,1
15484,2015-06-30,-1,1,1
15484,2015-07-08,-1,1,1
15484,2015-07-11,-1,1,1
15484,2015-07-26,-1,1,1
15484,2015-08-18,-1,1,1
15484,2015-08-30,-1,1,1
15484,2015-01-24,-1,1,1
15484,2015-01-26,-1,1,1
15484,2015-01-28,-1,1,1
15484,2015-02-02,-1,1,1
15484,2015-02-04,-1,1,1
15484,2015-02-09,-1,1,1
15484,2015-02-27,-1,1,1
15484,2015-03-02,-1,1,1
15484,2015-11-26,-1,1,1
15484,2015-11-30,-1,1,1
15484,2015-12-07,-1,1,1
15484,2015-12-15,-1,1,1
15484,2015-12-18,-1,1,1
15484,2015-12-24,-1,1,1
15484,2015-12-27,-1,1,1
15484,2016-01-06,-1,1,1
15484,2015-04-20,-1,1,1
15484,2015-05-01,-1,1,1
15484,2015-05-04,-1,1,1
15484,2015-05-06,-1,1,1
15484,2015-05-08,-1,1,1
15484,2015-05-14,-1,1,1
15484,2015-05-17,-1,1,1
15484,2015-05-19,-1,1,1
15484,2016-04-03,-1,1,1
15484,2016-04-15,-1,1,1
15484,2016-05-17,-1,1,1
15484,2016-07-05,-1,1,1
15484,2016-07-08,-1,1,1
15484,2016-07-18,-1,1,1
15484,2016-07-23,-1,1,1
15484,2016-07-24,-1,1,1
15484,2015-09-09,-1,1,1
15484,2015-09-15,-1,1,1
15484,2015-09-29,-1,1,1
15484,2015-10-01,-1,1,1
15484,2015-10-16,-1,1,1
15484,2015-11-16,-1,1,1
15484,2015-11-18,-1,1,1
15484,2015-11-23,-1,1,1
13626,2016-06-25,-1,1,1
13626,2016-06-27,-1,1,1
13626,2016-06-28,-1,1,1
13626,2016-06-29,-1,1,1
13626,2016-07-01,-1,1,1
15484,2016-11-03,-1,1,1
15484,2016-11-19,-1,1,1
15484,2016-11-21,-1,1,1
15484,2016-01-10,-1,1,1
15484,2016-01-12,-1,1,1
15484,2016-01-13,-1,1,1
15484,2016-02-06,-1,1,1
15484,2016-02-09,-1,1,1
15484,2016-02-21,-1,1,1
15484,2016-03-24,-1,1,1
15484,2016-03-31,-1,1,1
15484,2016-07-29,-1,1,1
15484,2016-08-13,-1,1,1
15484,2016-08-18,-1,1,1
15484,2016-08-24,-1,1,1
15484,2016-08-25,-1,1,1
15484,2016-08-31,-1,1,1
15484,2016-09-14,-1,1,1
15484,2016-09-16,-1,1,1
15484,2016-09-24,-1,1,1
15484,2016-10-01,-1,1,1
15484,2016-10-13,-1,1,1
13626,2016-07-31,-1,1,1
13626,2016-08-03,-1,1,1
13626,2016-06-17,-1,1,1
13626,2016-06-20,-1,1,1
13626,2016-06-23,-1,1,1
15484,2016-11-29,-1,1,1
15484,2016-12-19,-1,1,1
15484,2016-12-23,-1,1,1
15484,2016-12-29,-1,1,1
15484,2017-01-06,-1,1,1
15484,2017-01-08,-1,1,1
15484,2017-01-11,-1,1,1
15484,2017-01-23,-1,1,1
15484,2017-01-24,-1,1,1
15484,2017-02-02,-1,1,1
15484,2017-02-16,-1,1,1
15484,2017-02-17,-1,1,1
15484,2017-03-01,-1,1,1
15484,2017-03-12,-1,1,1
15484,2017-04-04,-1,1,1
15484,2017-04-07,-1,1,1
15488,2016-09-11,-1,1,1
15484,2017-04-08,-1,1,1
15484,2017-04-21,-1,1,1
15485,2016-10-18,-1,1,1
15488,2014-08-25,-1,1,1
15488,2014-11-06,-1,1,1
15488,2014-11-24,-1,1,1
15488,2014-12-22,-1,1,1
15488,2015-03-04,-1,1,1
15488,2015-03-17,-1,1,1
15488,2015-04-16,-1,1,1
15488,2015-06-18,-1,1,1
15488,2015-07-03,-1,1,1
15488,2015-09-29,-1,1,1
15488,2015-10-26,-1,1,1
15488,2015-11-23,-1,1,1
15488,2017-01-25,-1,1,1
15488,2015-12-02,-1,1,1
15488,2015-12-03,-1,1,1
15488,2015-12-07,-1,1,1
15488,2015-12-20,-1,1,1
15488,2016-01-24,-1,1,1
15488,2016-02-21,-1,1,1
15488,2016-03-17,-1,1,1
15488,2016-03-23,-1,1,1
15488,2016-03-29,-1,1,1
15488,2016-06-05,-1,1,1
15488,2016-06-18,-1,1,1
15488,2016-07-04,-1,1,1
15488,2016-07-21,-1,1,1
15488,2016-07-26,-1,1,1
15488,2016-07-29,-1,1,1
15522,2014-03-19,-1,1,1
15488,2016-09-16,-1,1,1
15488,2016-09-22,-1,1,1
15488,2016-10-25,-1,1,1
15488,2016-10-28,-1,1,1
15488,2016-11-05,-1,1,1
15488,2016-11-06,-1,1,1
15488,2016-11-26,-1,1,1
15488,2016-12-01,-1,1,1
15488,2016-12-06,-1,1,1
15488,2016-12-29,-1,1,1
15488,2017-01-06,-1,1,1
15488,2017-01-08,-1,1,1
15488,2017-01-11,-1,1,1
15488,2017-01-17,-1,1,1
15488,2017-01-18,-1,1,1
15563,2016-05-03,-1,1,1
15563,2016-08-09,-1,1,1
15488,2017-01-31,-1,1,1
15488,2017-02-05,-1,1,1
15488,2017-02-14,-1,1,1
15488,2017-03-30,-1,1,1
15488,2017-04-08,-1,1,1
15488,2017-04-21,-1,1,1
15494,2014-06-30,-1,1,1
15494,2015-01-02,-1,1,1
15494,2016-05-12,-1,1,1
15494,2016-09-06,-1,1,1
15501,2015-07-30,-1,1,1
15503,2015-09-28,-1,1,1
15520,2016-08-09,-1,1,1
15522,2014-01-16,-1,1,1
15579,2015-04-04,-1,1,1
15579,2015-05-15,-1,1,1
15522,2014-04-08,-1,1,1
15522,2014-05-11,-1,1,1
15522,2015-03-16,-1,1,1
15523,2016-09-07,-1,1,1
15537,2014-12-01,-1,1,1
15539,2016-10-23,-1,1,1
15544,2016-03-29,-1,1,1
15554,2015-11-13,-1,1,1
15559,2014-08-25,-1,1,1
15559,2016-02-08,-1,1,1
15563,2015-04-08,-1,1,1
15563,2015-10-25,-1,1,1
15563,2016-01-30,-1,1,1
15563,2016-05-01,-1,1,1
15637,2016-04-06,-1,1,1
15640,2017-04-23,-1,1,1
15563,2017-03-20,-1,1,1
15564,2015-05-06,-1,1,1
15564,2017-04-24,-1,1,1
15571,2016-08-30,-1,1,1
15572,2016-01-29,-1,1,1
15572,2016-09-13,-1,1,1
15578,2017-02-07,-1,1,1
15579,2014-01-12,-1,1,1
15579,2014-02-08,-1,1,1
15579,2014-03-09,-1,1,1
15579,2014-07-04,-1,1,1
15579,2014-10-08,-1,1,1
15579,2015-02-13,-1,1,1
15579,2015-03-20,-1,1,1
15642,2016-12-25,-1,1,1
15642,2017-01-01,-1,1,1
15579,2015-05-23,-1,1,1
15579,2015-08-28,-1,1,1
15579,2015-09-07,-1,1,1
15579,2015-11-04,-1,1,1
15579,2016-03-06,-1,1,1
15579,2016-06-02,-1,1,1
15579,2016-06-16,-1,1,1
15579,2016-06-28,-1,1,1
15579,2016-07-21,-1,1,1
15606,2017-04-01,-1,1,1
15617,2016-08-10,-1,1,1
15617,2016-09-23,-1,1,1
15617,2016-11-18,-1,1,1
15625,2014-12-05,-1,1,1
15669,2014-04-15,-1,1,1
15669,2014-07-18,-1,1,1
15669,2014-07-25,-1,1,1
15642,2016-07-28,-1,1,1
15642,2016-07-29,-1,1,1
15642,2016-08-14,-1,1,1
15642,2016-08-18,-1,1,1
15642,2016-08-19,-1,1,1
15642,2016-08-25,-1,1,1
15642,2016-08-28,-1,1,1
15642,2016-08-29,-1,1,1
15642,2016-09-17,-1,1,1
15642,2016-09-27,-1,1,1
15642,2016-10-04,-1,1,1
15642,2016-10-11,-1,1,1
15642,2016-11-19,-1,1,1
15669,2016-05-17,-1,1,1
15669,2016-06-30,-1,1,1
15669,2016-07-22,-1,1,1
15642,2017-01-13,-1,1,1
15642,2017-01-19,-1,1,1
15642,2017-03-15,-1,1,1
15642,2017-03-21,-1,1,1
15642,2017-03-28,-1,1,1
15647,2015-10-24,-1,1,1
15649,2017-04-16,-1,1,1
15650,2014-07-20,-1,1,1
15650,2015-06-12,-1,1,1
15650,2016-06-15,-1,1,1
15664,2017-04-17,-1,1,1
15669,2014-03-07,-1,1,1
15669,2014-03-17,-1,1,1
15709,2016-01-18,-1,1,1
15709,2016-01-25,-1,1,1
15709,2016-01-29,-1,1,1
15669,2014-08-06,-1,1,1
15669,2014-09-18,-1,1,1
15669,2014-10-05,-1,1,1
15669,2015-04-04,-1,1,1
15669,2015-04-12,-1,1,1
15669,2015-04-23,-1,1,1
15669,2015-06-11,-1,1,1
15669,2015-09-14,-1,1,1
15669,2016-01-18,-1,1,1
15669,2016-02-05,-1,1,1
15669,2016-02-25,-1,1,1
15669,2016-04-19,-1,1,1
15669,2016-05-08,-1,1,1
15750,2017-04-08,-1,1,1
15752,2016-09-16,-1,1,1
15772,2014-09-06,-1,1,1
15669,2016-08-28,-1,1,1
15669,2016-09-30,-1,1,1
15669,2016-10-02,-1,1,1
15669,2016-10-24,-1,1,1
15669,2016-11-10,-1,1,1
15669,2016-12-26,-1,1,1
15669,2017-01-11,-1,1,1
15669,2017-01-13,-1,1,1
15669,2017-04-15,-1,1,1
15683,2017-02-19,-1,1,1
15696,2014-07-31,-1,1,1
15699,2015-08-01,-1,1,1
15699,2017-02-05,-1,1,1
15795,2014-06-13,-1,1,1
15795,2014-07-31,-1,1,1
15795,2015-01-06,-1,1,1
15734,2014-04-18,-1,1,1
15734,2015-10-26,-1,1,1
15734,2015-11-16,-1,1,1
15734,2015-11-26,-1,1,1
15734,2015-12-17,-1,1,1
15734,2016-03-06,-1,1,1
15734,2016-04-17,-1,1,1
15734,2016-05-12,-1,1,1
15734,2016-07-08,-1,1,1
15734,2016-10-14,-1,1,1
15734,2016-10-25,-1,1,1
15734,2017-03-06,-1,1,1
15734,2017-04-05,-1,1,1
15795,2016-06-16,-1,1,1
15795,2016-07-09,-1,1,1
15795,2016-08-19,-1,1,1
15795,2016-09-06,-1,1,1
15772,2015-01-17,-1,1,1
15772,2015-09-02,-1,1,1
15772,2016-01-17,-1,1,1
15772,2016-07-26,-1,1,1
15772,2016-08-18,-1,1,1
15778,2015-09-22,-1,1,1
15785,2017-04-18,-1,1,1
15785,2017-04-28,-1,1,1
15794,2016-09-21,-1,1,1
15794,2016-10-18,-1,1,1
15795,2014-03-12,-1,1,1
15795,2014-04-16,-1,1,1
13626,2016-06-07,-1,1,1
13626,2016-06-08,-1,1,1
13626,2016-06-10,-1,1,1
15846,2014-04-05,-1,1,1
15846,2014-04-09,-1,1,1
15795,2015-04-14,-1,1,1
15795,2015-08-16,-1,1,1
15795,2015-08-29,-1,1,1
15795,2015-09-18,-1,1,1
15795,2015-09-25,-1,1,1
15795,2015-12-08,-1,1,1
15795,2015-12-15,-1,1,1
15795,2016-03-26,-1,1,1
15795,2016-04-19,-1,1,1
15795,2016-04-21,-1,1,1
15795,2016-04-30,-1,1,1
15795,2016-09-18,-1,1,1
15795,2016-10-19,-1,1,1
15795,2016-11-05,-1,1,1
15795,2017-01-01,-1,1,1
15795,2017-03-22,-1,1,1
15795,2017-03-31,-1,1,1
15801,2016-06-23,-1,1,1
15817,2016-06-30,-1,1,1
15817,2017-02-27,-1,1,1
15833,2016-02-11,-1,1,1
15846,2014-02-11,-1,1,1
13626,2016-07-04,-1,1,1
13626,2016-07-07,-1,1,1
13626,2016-05-16,-1,1,1
13626,2016-05-30,-1,1,1
13626,2016-06-02,-1,1,1
15846,2014-04-25,-1,1,1
15846,2014-04-30,-1,1,1
15846,2014-05-01,-1,1,1
15846,2014-05-02,-1,1,1
13626,2016-06-11,-1,1,1
13626,2016-06-15,-1,1,1
13626,2016-04-21,-1,1,1
13626,2016-04-23,-1,1,1
13626,2016-04-27,-1,1,1
13626,2016-04-28,-1,1,1
13626,2016-04-30,-1,1,1
13626,2016-05-02,-1,1,1
13626,2016-05-06,-1,1,1
15846,2014-05-07,-1,1,1
15846,2014-05-09,-1,1,1
15846,2014-05-12,-1,1,1
13626,2016-04-08,-1,1,1
13626,2016-04-11,-1,1,1
13626,2016-04-12,-1,1,1
15846,2014-08-11,-1,1,1
15846,2014-08-15,-1,1,1
15846,2014-05-13,-1,1,1
15846,2014-05-14,-1,1,1
15846,2014-05-24,-1,1,1
15846,2014-05-27,-1,1,1
15846,2014-06-01,-1,1,1
15846,2014-06-02,-1,1,1
15846,2014-06-07,-1,1,1
15846,2014-06-08,-1,1,1
15846,2014-06-25,-1,1,1
15846,2014-04-13,-1,1,1
15846,2014-04-14,-1,1,1
13626,2016-03-12,-1,1,1
15850,2015-06-26,-1,1,1
15850,2016-04-13,-1,1,1
15850,2016-05-19,-1,1,1
15850,2016-10-16,-1,1,1
15846,2014-07-15,-1,1,1
15846,2014-07-19,-1,1,1
13626,2016-05-08,-1,1,1
13626,2016-05-11,-1,1,1
13626,2016-05-12,-1,1,1
13626,2016-03-25,-1,1,1
13626,2016-03-26,-1,1,1
13626,2016-03-28,-1,1,1
13626,2016-03-30,-1,1,1
13626,2016-04-06,-1,1,1
13626,2016-04-07,-1,1,1
15846,2014-08-29,-1,1,1
15846,2014-09-27,-1,1,1
15846,2014-10-04,-1,1,1
15846,2014-10-20,-1,1,1
15846,2015-03-11,-1,1,1
15846,2015-07-10,-1,1,1
15848,2016-08-15,-1,1,1
15850,2014-04-26,-1,1,1
15850,2015-05-02,-1,1,1
13626,2016-04-17,-1,1,1
13626,2016-03-01,-1,1,1
13626,2016-03-02,-1,1,1
13626,2016-03-03,-1,1,1
13626,2016-03-05,-1,1,1
13626,2016-03-06,-1,1,1
13626,2016-03-07,-1,1,1
15907,2015-06-20,-1,1,1
15850,2017-02-08,-1,1,1
15850,2017-02-20,-1,1,1
15850,2017-03-29,-1,1,1
15852,2015-05-28,-1,1,1
15852,2015-12-26,-1,1,1
15871,2014-03-11,-1,1,1
15874,2016-08-03,-1,1,1
15882,2015-06-26,-1,1,1
15882,2015-10-12,-1,1,1
15900,2014-06-18,-1,1,1
15900,2014-07-06,-1,1,1
15900,2014-09-19,-1,1,1
15907,2014-01-25,-1,1,1
15907,2014-01-29,-1,1,1
15907,2014-03-06,-1,1,1
15922,2016-01-23,-1,1,1
15925,2014-04-08,-1,1,1
15907,2014-04-03,-1,1,1
15907,2014-04-21,-1,1,1
15907,2014-05-22,-1,1,1
15907,2014-06-11,-1,1,1
15907,2014-08-02,-1,1,1
15907,2014-08-10,-1,1,1
15907,2014-08-18,-1,1,1
15907,2014-09-15,-1,1,1
15907,2014-10-16,-1,1,1
15907,2015-01-16,-1,1,1
15907,2015-03-05,-1,1,1
