source,period,Label,count
11833,2016,1,3
11834,2015,1,1
11836,2016,1,1
11837,2015,1,1
11838,2016,1,1
11839,2016,1,1
11840,2014,1,1
11840,2016,1,5
11840,2017,1,1
11841,2014,1,5
11842,2014,1,1
11843,2015,1,1
11845,2014,1,1
11846,2017,1,1
11849,2014,1,9
11851,2017,1,1
11852,2016,-1,1
11852,2016,1,2
11854,2014,1,1
11855,2014,1,1
11855,2016,1,1
11856,2016,1,5
11857,2015,1,3
11858,2017,1,101
11859,2014,1,1
11859,2017,1,2
11860,2014,1,3
11860,2015,1,1
11861,2014,1,1
11863,2017,1,1
11865,2015,1,2
11866,2016,1,1
11866,2017,1,1
11867,2016,1,3
11867,2017,1,2
11868,2016,1,1
11870,2014,1,2
11871,2016,1,1
11872,2014,1,2
11874,2014,1,4
11875,2014,-1,4
11875,2014,1,55
11875,2015,-1,3
11875,2015,1,53
11875,2016,-1,1
11875,2016,1,85
11875,2017,-1,2
11875,2017,1,92
11876,2014,1,1
11876,2016,1,1
11877,2016,1,4
11878,2014,1,1
11879,2016,-1,5
11879,2016,1,19
11879,2017,-1,3
11880,2017,1,1
11881,2015,1,1
11881,2016,1,23
11881,2017,1,6
11882,2015,1,1
11883,2016,1,1
11886,2015,1,1
11887,2014,-1,1
11887,2015,-1,1
11887,2015,1,7
11887,2016,-1,1
11887,2016,1,5
11887,2017,1,2
11888,2016,1,2
11889,2015,1,1
11889,2016,1,1
11890,2016,1,4
11891,2014,1,1
11892,2016,1,1
11893,2015,1,1
11894,2014,1,24
11894,2015,-1,1
11894,2015,1,23
11894,2016,-1,1
11894,2016,1,23
11894,2017,1,5
11895,2015,1,3
11896,2014,1,1
11897,2015,1,1
11898,2015,1,6
11898,2016,1,2
11899,2016,1,6
11901,2017,1,1
11902,2017,1,2
11903,2014,1,1
11904,2015,1,1
11906,2015,1,1
11907,2016,1,1
11908,2014,-1,372
11908,2014,1,1001
11908,2015,-1,426
11908,2015,1,1285
11908,2016,-1,695
11908,2016,1,1840
11908,2017,-1,276
11908,2017,1,688
11909,2014,1,2
11909,2015,1,4
11909,2016,1,3
11912,2016,1,2
11913,2014,1,1
11913,2015,1,1
11913,2017,1,1
11914,2014,1,5
11915,2016,1,4
11915,2017,1,11
11916,2014,-1,6
11916,2014,1,137
11916,2015,-1,32
11916,2015,1,237
11916,2016,-1,10
11916,2016,1,101
11916,2017,-1,3
11916,2017,1,22
11918,2014,1,1
11919,2016,-1,1
11920,2014,-1,1
11920,2014,1,8
11920,2015,-1,11
11920,2015,1,44
11920,2016,-1,2
11920,2016,1,13
11921,2016,1,1
11922,2015,1,1
11922,2016,1,2
11923,2016,1,3
11924,2015,1,1
11924,2016,1,1
11925,2016,1,1
11925,2017,1,1
11926,2014,1,1
11929,2015,1,1
11930,2016,1,1
11931,2016,-1,1
11932,2017,1,7
11933,2015,1,1
11934,2016,1,1
11935,2014,-1,3
11935,2014,1,1
11937,2015,1,1
11937,2016,1,1
11938,2017,1,2
11941,2015,1,1
11942,2016,1,1
11943,2015,1,1
11944,2015,1,2
11945,2014,1,1
11946,2016,1,1
11947,2016,1,4
11949,2016,1,1
11951,2016,1,1
11951,2017,1,2
11952,2014,1,1
11952,2016,1,1
11952,2017,1,1
11954,2017,1,1
11955,2017,1,1
11956,2014,1,4
11957,2016,1,3
11957,2017,1,1
11960,2016,1,1
11964,2016,1,1
11965,2015,1,1
11965,2016,1,2
11965,2017,1,1
11966,2016,1,5
11967,2014,1,1
11968,2016,1,3
11968,2017,1,1
11969,2015,1,4
11969,2016,1,1
11971,2016,1,1
11972,2016,1,1
11973,2015,1,1
11974,2014,1,1
11974,2016,1,1
11975,2015,1,4
11975,2016,-1,5
11975,2016,1,5
11975,2017,1,9
11976,2017,1,1
11977,2016,1,1
11978,2017,1,1
11980,2015,1,1
11981,2016,1,2
11981,2017,1,1
11983,2016,1,1
11984,2015,1,4
11985,2016,1,1
11986,2015,-1,1
11986,2015,1,1
11987,2014,-1,15
11987,2014,1,89
11987,2015,-1,30
11987,2015,1,218
11987,2016,-1,39
11987,2016,1,234
11987,2017,-1,7
11987,2017,1,69
11988,2016,1,1
11988,2017,1,1
11989,2017,1,1
11990,2015,1,1
11990,2016,1,2
11990,2017,1,1
11991,2014,-1,2
11991,2014,1,4
11991,2015,1,2
11991,2016,-1,1
11991,2016,1,4
11991,2017,1,1
11992,2014,1,1
11992,2016,1,1
11994,2014,1,44
11994,2015,-1,1
11994,2015,1,14
11994,2016,1,5
11996,2014,1,3
11997,2016,1,1
11998,2017,1,1
11999,2014,1,2
11999,2015,1,4
12001,2015,1,3
12001,2016,1,1
12003,2014,1,1
12003,2015,1,1
12003,2016,1,2
12003,2017,1,1
12005,2016,1,9
12006,2015,1,1
12006,2016,1,3
12007,2014,1,2
12008,2014,1,1
12008,2016,1,2
12008,2017,1,1
12009,2016,1,1
12010,2015,1,1
12010,2016,1,2
12010,2017,1,2
12013,2016,-1,1
12014,2017,1,2
12015,2014,1,1
12016,2016,1,1
12017,2015,1,1
12018,2016,1,1
12018,2017,1,1
12019,2014,1,7
12019,2015,-1,1
12019,2015,1,8
12019,2016,1,15
12019,2017,1,1
12020,2016,1,1
12020,2017,1,1
12022,2014,-1,1
12023,2015,1,1
12024,2014,1,2
12024,2015,1,2
12025,2014,1,2
12026,2014,1,10
12026,2015,-1,1
12026,2015,1,16
12026,2016,1,27
12026,2017,1,2
12027,2015,-1,1
12027,2015,1,1
12028,2016,1,3
12030,2015,1,1
12030,2016,1,2
12030,2017,1,3
12031,2017,1,1
12032,2017,1,1
12033,2015,1,2
12033,2016,1,2
12034,2016,1,1
12034,2017,1,1
12035,2016,1,4
12036,2014,1,1
12037,2015,1,5
12038,2015,1,2
12039,2016,1,1
12040,2014,1,1
12042,2014,1,1
12042,2015,1,2
12044,2014,1,10
12044,2015,-1,2
12044,2015,1,7
12044,2016,1,4
12044,2017,1,1
12045,2014,1,2
12046,2015,1,3
12047,2017,1,2
12048,2015,1,1
12049,2014,1,4
12049,2015,1,2
12051,2016,1,1
12052,2016,-1,1
12053,2015,1,1
12053,2017,1,2
12055,2016,1,2
12056,2014,1,8
12056,2015,1,9
12056,2016,1,8
12057,2016,1,6
12060,2014,1,1
12060,2015,1,1
12061,2016,1,1
12061,2017,1,1
12062,2014,1,1
12063,2016,1,3
12063,2017,1,2
12065,2014,1,10
12065,2015,1,5
12065,2016,-1,1
12065,2016,1,12
12065,2017,1,2
12066,2016,1,3
12067,2016,1,2
12067,2017,1,2
12068,2014,1,2
12069,2015,1,7
12069,2016,-1,2
12069,2016,1,11
12069,2017,1,3
12070,2014,-1,2
12070,2014,1,19
12070,2015,-1,1
12070,2015,1,46
12070,2016,-1,2
12070,2016,1,9
12070,2017,-1,1
12070,2017,1,3
12071,2014,1,2
12071,2015,1,1
12071,2016,1,1
12073,2016,1,1
12074,2015,1,1
12074,2016,1,1
12075,2017,1,1
12076,2016,1,1
12077,2015,1,1
12079,2014,-1,1
12080,2014,1,7
12080,2015,-1,1
12080,2015,1,8
12080,2016,1,3
12081,2014,1,2
12081,2015,1,2
12081,2017,1,1
12082,2015,1,1
12082,2016,1,1
12083,2015,1,1
12084,2015,1,2
12086,2015,-1,7
12087,2014,1,1
12087,2016,1,8
12087,2017,1,1
12089,2016,1,28
12089,2017,-1,1
12089,2017,1,2
12090,2014,1,2
12091,2015,1,12
12092,2016,1,1
12093,2014,1,1
12094,2014,1,6
12094,2015,1,12
12094,2016,1,9
12094,2017,1,1
12095,2017,1,1
12096,2016,1,1
12097,2016,-1,1
12097,2016,1,1
12097,2017,1,1
12099,2016,1,1
12100,2016,1,1
12101,2017,-1,2
12101,2017,1,28
12103,2014,1,4
12103,2015,-1,1
12103,2015,1,9
12103,2016,1,6
12103,2017,1,1
12104,2016,1,1
12105,2016,1,1
12106,2014,-1,6
12106,2014,1,99
12106,2015,-1,6
12106,2015,1,78
12106,2016,-1,6
12106,2016,1,89
12106,2017,-1,1
12106,2017,1,36
12107,2014,1,1
12109,2015,1,2
12110,2016,1,1
12111,2016,1,2
12112,2015,1,2
12112,2016,1,1
12112,2017,1,1
12113,2015,1,1
12114,2017,1,1
12115,2014,1,3
12115,2015,1,1
12115,2016,1,1
12116,2014,1,1
12118,2015,1,1
12118,2016,1,3
12118,2017,1,2
12120,2015,1,1
12121,2014,1,2
12121,2015,1,4
12121,2016,1,5
12121,2017,1,3
12122,2015,1,1
12123,2016,-1,2
12123,2017,1,1
12124,2016,1,1
12125,2014,1,9
12125,2015,1,5
12125,2016,1,1
12125,2017,1,1
12126,2014,1,1
12126,2016,1,4
12126,2017,1,3
12127,2016,-1,1
12127,2016,1,3
12128,2014,1,2
12129,2016,1,1
12130,2017,1,1
12131,2014,1,4
12134,2016,1,1
12137,2014,-1,2
12137,2014,1,14
12137,2015,-1,2
12137,2015,1,8
12137,2016,-1,1
12137,2016,1,4
12139,2016,1,1
12140,2016,1,4
12141,2016,-1,1
12141,2016,1,2
12144,2016,1,5
12145,2016,1,2
12146,2014,1,2
12146,2016,1,1
12147,2015,1,1
12148,2016,1,1
12149,2014,1,12
12149,2015,1,14
12149,2016,1,3
12149,2017,1,1
12150,2016,1,1
12150,2017,1,1
12151,2014,1,4
12151,2015,1,6
12151,2016,1,4
12151,2017,1,1
12152,2014,1,3
12153,2015,1,2
12154,2014,1,1
12155,2014,1,2
12156,2015,1,1
12157,2016,1,46
12157,2017,1,4
12158,2017,1,2
12159,2014,1,4
12160,2015,1,1
12161,2014,1,3
12162,2015,1,1
12163,2016,1,1
12163,2017,-1,1
12164,2014,1,1
12164,2016,1,3
12164,2017,1,1
12165,2014,-1,1
12165,2014,1,16
12165,2015,1,23
12165,2016,1,33
12165,2017,1,15
12166,2014,-1,1
12166,2014,1,4
12167,2016,1,2
12169,2016,1,1
12171,2014,1,1
12173,2016,1,4
12174,2017,1,4
12175,2017,1,1
12176,2014,1,1
12176,2015,1,2
12176,2016,1,8
12176,2017,1,1
12177,2016,1,1
12178,2015,1,19
12179,2017,1,1
12180,2015,1,1
12181,2014,1,1
12182,2015,1,1
12183,2014,1,2
12183,2015,1,1
12183,2016,1,6
12183,2017,1,2
12184,2016,1,1
12185,2016,1,1
12186,2014,1,2
12186,2015,1,3
12186,2016,1,3
12187,2016,1,1
12188,2015,1,1
12191,2016,1,1
12192,2015,1,1
12193,2017,1,10
12194,2016,1,3
12196,2016,-1,1
12196,2016,1,1
12197,2015,1,1
12199,2015,1,3
12200,2014,1,1
12205,2016,-1,1
12205,2016,1,51
12205,2017,1,14
12206,2015,1,2
12206,2017,1,2
12207,2014,1,4
12207,2015,-1,1
12207,2015,1,6
12207,2016,1,7
12207,2017,1,4
12209,2016,1,68
12209,2017,1,35
12210,2014,1,2
12211,2015,1,5
12212,2016,-1,4
12212,2016,1,4
12212,2017,1,1
12214,2017,1,3
12215,2014,1,3
12215,2016,1,3
12215,2017,1,2
12216,2015,1,1
12217,2015,1,4
12217,2016,1,3
12217,2017,1,1
12218,2014,1,2
12218,2015,1,1
12219,2016,1,2
12220,2016,1,1
12221,2015,1,1
12223,2016,1,2
12224,2016,1,1
12224,2017,1,1
12225,2014,1,1
12226,2014,-1,3
12226,2014,1,3
12226,2015,1,6
12226,2016,1,2
12227,2014,1,1
12228,2015,1,1
12229,2015,1,2
12229,2016,1,2
12230,2014,1,89
12230,2015,-1,1
12230,2015,1,76
12230,2016,1,19
12231,2014,1,3
12231,2015,-1,1
12231,2015,1,2
12231,2016,1,2
12232,2014,1,1
12233,2015,1,1
12234,2014,1,3
12234,2015,1,35
12234,2016,1,5
12234,2017,1,2
12235,2016,1,1
12236,2016,1,2
12237,2014,1,7
12237,2015,1,8
12238,2015,1,1
12239,2014,1,6
12240,2014,1,2
12241,2016,1,1
12242,2014,-1,1
12242,2014,1,4
12242,2015,1,15
12242,2016,1,8
12242,2017,1,8
12243,2015,-1,1
12243,2015,1,7
12243,2016,1,6
12244,2014,1,1
12245,2015,1,1
12246,2014,1,1
12246,2016,1,1
12247,2014,1,1
12247,2015,1,1
12248,2016,1,1
12249,2014,1,1
12250,2014,1,3
12250,2015,1,4
12250,2016,1,2
12251,2014,1,1
12251,2015,1,28
12251,2016,-1,1
12251,2016,1,63
12251,2017,1,25
12253,2015,1,1
12254,2014,1,1
12255,2014,1,1
12256,2016,1,1
12257,2016,-1,1
12257,2016,1,4
12257,2017,1,3
12259,2016,1,1
12260,2015,1,1
12262,2015,1,1
12262,2016,1,2
12264,2015,1,1
12266,2015,1,1
12267,2015,1,2
12268,2016,1,1
12269,2017,1,1
12270,2016,1,2
12272,2015,-1,1
12272,2015,1,1
12272,2016,1,5
12273,2016,1,8
12274,2016,1,1
12275,2014,1,1
12275,2015,1,1
12276,2017,1,4
12277,2016,1,1
12278,2014,1,1
12280,2016,1,1
12281,2015,1,1
12281,2017,1,1
12283,2014,-1,4
12283,2014,1,4
12283,2015,-1,1
12283,2015,1,1
12284,2017,1,2
12285,2015,1,1
12286,2017,1,1
12287,2014,1,1
12288,2017,1,1
12289,2015,1,1
12290,2014,1,1
12291,2017,1,3
12293,2015,1,1
12294,2014,1,1
12295,2014,1,2
12295,2015,1,5
12295,2016,1,4
12295,2017,1,1
12296,2017,1,1
12298,2014,1,2
12298,2015,1,1
12298,2016,1,5
12298,2017,-1,1
12298,2017,1,8
12299,2016,1,1
12300,2016,1,1
12301,2015,1,14
12301,2016,1,8
12301,2017,1,1
12302,2014,1,1
12302,2015,-1,1
12302,2015,1,2
12302,2016,1,3
12302,2017,1,4
12303,2014,1,1
12303,2016,1,1
12303,2017,1,1
12304,2014,-1,1
12304,2014,1,1
12305,2016,1,1
12306,2016,1,1
12306,2017,1,1
12308,2014,1,3
12308,2015,1,13
12308,2016,1,3
12309,2015,1,1
12311,2015,-1,1
12311,2015,1,3
12311,2016,-1,1
12311,2016,1,10
12311,2017,1,1
12312,2016,1,3
12312,2017,1,1
12313,2016,1,1
12314,2015,1,1
12314,2016,1,3
12315,2016,1,1
12316,2015,1,1
12317,2015,-1,1
12317,2015,1,4
12318,2014,-1,1
12318,2014,1,1
12321,2016,1,1
12322,2014,1,1
12323,2014,1,1
12324,2014,1,1
12325,2016,1,2
12326,2016,1,2
12326,2017,1,4
12327,2015,1,1
12328,2015,1,4
12328,2017,1,2
12329,2017,1,25
12330,2014,1,7
12330,2015,1,2
12330,2016,1,3
12331,2014,1,1
12332,2017,1,2
12333,2015,1,1
12334,2017,1,1
12335,2014,-1,1
12335,2014,1,9
12335,2015,1,10
12335,2016,1,9
12336,2015,1,1
12336,2016,1,3
12337,2015,1,1
12339,2014,1,3
12339,2015,1,23
12339,2016,1,28
12341,2016,1,3
12342,2017,1,1
12343,2014,1,1
12343,2016,1,1
12345,2015,1,3
12346,2015,-1,3
12346,2015,1,36
12346,2016,1,2
12348,2015,1,20
12348,2016,1,3
12350,2014,1,2
12351,2014,-1,1
12353,2015,1,1
12354,2014,1,1
12355,2016,1,3
12356,2016,1,3
12358,2014,1,6
12358,2015,-1,1
12358,2015,1,7
12358,2016,1,2
12358,2017,1,1
12359,2017,1,1
12360,2015,1,1
12362,2014,1,1
12363,2016,1,2
12364,2016,1,2
12364,2017,1,1
12365,2015,1,2
12365,2016,1,5
12365,2017,1,1
12366,2014,1,1
12367,2014,1,6
12367,2015,1,1
12369,2017,1,2
12370,2014,1,1
12371,2014,1,1
12373,2016,1,1
12374,2015,1,1
12375,2014,1,3
12375,2015,1,6
12375,2016,1,7
12375,2017,1,1
12376,2016,1,1
12377,2014,1,1
12379,2017,-1,2
12379,2017,1,7
12380,2015,1,1
12382,2014,1,1
12383,2015,1,1
12384,2014,1,2
12385,2017,1,1
12388,2016,1,1
12389,2015,1,5
12389,2016,1,1
12391,2014,1,1
12391,2015,1,2
12391,2016,1,4
12393,2014,1,1
12395,2014,-1,1
12395,2014,1,3
12395,2015,1,3
12395,2016,1,3
12396,2015,1,3
12396,2016,1,1
12397,2014,-1,1
12397,2015,1,2
12397,2016,1,3
12397,2017,1,2
12398,2015,1,4
12398,2016,1,4
12399,2015,1,1
12401,2014,1,1
12403,2014,1,4
12404,2016,1,3
12405,2014,-1,1
12405,2014,1,25
12405,2015,1,19
12405,2016,-1,1
12405,2016,1,15
12405,2017,-1,1
12405,2017,1,5
12406,2015,1,1
12407,2015,1,1
12407,2016,1,1
12407,2017,1,3
12408,2016,1,2
12408,2017,1,1
12409,2016,1,1
12410,2014,1,3
12410,2015,1,3
12410,2016,1,1
12412,2014,1,4
12413,2016,1,1
12414,2017,1,2
12415,2017,1,1
12416,2015,1,3
12416,2016,1,1
12416,2017,1,3
12417,2016,1,1
12418,2014,1,2
12419,2017,1,1
12420,2016,1,1
12421,2016,1,2
12422,2015,1,2
12422,2016,1,2
12423,2014,1,6
12423,2015,1,2
12423,2016,1,4
12424,2014,1,3
12424,2015,1,2
12424,2016,-1,1
12425,2017,1,1
12426,2014,-1,1
12428,2015,-1,1
12429,2014,1,9
12430,2016,1,1
12430,2017,1,2
12431,2016,1,5
12432,2017,1,1
12433,2016,1,2
12434,2014,1,1
12434,2015,1,2
12434,2016,1,3
12435,2015,1,1
12436,2015,1,1
12436,2016,1,1
12437,2014,1,1
12437,2015,1,2
12437,2016,1,2
12440,2014,1,1
12441,2016,1,1
12442,2015,1,2
12443,2016,1,1
12445,2014,-1,1
12445,2014,1,2
12445,2015,-1,2
12445,2015,1,14
12445,2016,-1,2
12445,2016,1,19
12445,2017,-1,1
12445,2017,1,3
12446,2016,1,1
12447,2015,-1,2
12447,2015,1,2
12448,2015,1,1
12449,2014,1,1
12449,2015,1,1
12449,2016,1,1
12450,2014,1,2
12450,2015,1,2
12450,2016,1,3
12450,2017,1,1
12451,2014,1,1
12451,2015,1,30
12451,2016,1,17
12451,2017,1,3
12452,2017,1,1
12453,2014,-1,1
12453,2014,1,3
12453,2015,1,8
12453,2016,1,3
12453,2017,1,2
12454,2016,1,8
12455,2015,-1,1
12456,2016,1,1
12456,2017,1,2
12457,2014,1,3
12458,2015,1,2
12459,2014,-1,3
12459,2014,1,12
12459,2015,-1,1
12459,2015,1,18
12459,2016,1,8
12459,2017,1,1
12461,2015,1,1
12461,2016,-1,1
12461,2016,1,5
12462,2014,1,1
12462,2015,1,1
12463,2016,1,1
12464,2016,1,1
12466,2016,1,1
12467,2014,1,1
12467,2015,1,3
12468,2015,1,2
12468,2016,1,1
12468,2017,1,2
12470,2015,1,1
12470,2016,1,1
12470,2017,1,3
12472,2014,1,1
12473,2014,1,1
12474,2016,1,1
12475,2014,1,2
12475,2015,1,1
12475,2017,1,1
12476,2017,1,4
12477,2015,1,1
12478,2016,1,1
12479,2015,-1,1
12479,2015,1,9
12479,2016,1,5
12479,2017,1,1
12480,2015,1,1
12481,2016,1,6
12481,2017,1,5
12482,2016,1,1
12484,2016,1,6
12484,2017,1,4
12485,2016,1,2
12486,2016,1,1
12487,2015,1,2
12487,2016,1,3
12488,2016,-1,1
12488,2016,1,1
12489,2014,-1,1
12490,2016,1,1
12491,2017,1,1
12492,2014,-1,1
12492,2014,1,60
12492,2015,-1,7
12492,2015,1,181
12492,2016,-1,6
12492,2016,1,198
12492,2017,-1,1
12492,2017,1,62
12493,2014,1,1
12493,2015,1,3
12493,2016,1,7
12494,2014,1,1
12494,2015,1,2
12494,2016,1,2
12494,2017,1,7
12495,2016,1,1
12496,2016,1,1
12497,2015,1,1
12498,2014,1,1
12498,2015,1,1
12498,2016,1,1
12499,2015,1,1
12500,2015,1,1
12501,2015,1,1
12502,2014,1,2
12503,2014,1,3
12503,2016,1,3
12503,2017,1,1
12504,2015,1,2
12504,2016,1,3
12505,2016,1,1
12506,2015,-1,3
12506,2015,1,7
12506,2016,-1,1
12506,2016,1,10
12507,2014,1,1
12508,2015,1,1
12509,2016,1,1
12511,2015,1,1
12512,2014,-1,2
12512,2014,1,11
12512,2015,-1,4
12512,2015,1,2
12512,2016,1,3
12513,2014,1,1
12513,2015,1,4
12513,2016,1,19
12513,2017,1,12
12514,2016,1,2
12515,2014,1,1
12515,2015,1,1
12516,2017,1,1
12518,2016,-1,1
12518,2016,1,24
12520,2017,1,1
12521,2014,1,8
12522,2015,1,1
12522,2016,1,4
12522,2017,1,5
12523,2014,1,2
12523,2015,1,1
12524,2014,1,4
12524,2015,1,8
12524,2016,1,10
12524,2017,1,2
12525,2015,1,1
12526,2016,1,2
12527,2016,1,1
12529,2016,-1,1
12529,2016,1,6
12530,2015,1,1
12532,2014,-1,2
12532,2014,1,14
12532,2015,1,16
12532,2016,-1,3
12532,2016,1,11
12532,2017,-1,3
12532,2017,1,4
12534,2015,1,1
12535,2016,1,5
12537,2016,1,1
12538,2016,1,1
12538,2017,1,1
12540,2015,1,1
12541,2014,1,2
12542,2015,1,1
12543,2016,1,1
12544,2014,1,1
12544,2016,1,1
12545,2016,1,2
12546,2015,1,6
12547,2016,1,1
12548,2015,1,1
12548,2016,-1,1
12548,2016,1,4
12548,2017,1,2
12549,2014,1,4
12549,2015,1,3
12549,2016,1,8
12550,2013,1,1
12550,2014,1,217
12551,2014,1,2
12551,2015,1,5
12551,2016,1,3
12552,2017,1,1
12553,2015,1,3
12553,2016,-1,1
12554,2014,1,2
12554,2015,1,1
12554,2016,1,2
12558,2014,1,3
12558,2015,1,1
12560,2014,1,2
12560,2016,1,1
12561,2014,1,1
12562,2017,1,1
12563,2016,-1,5
12563,2016,1,21
12563,2017,-1,1
12563,2017,1,21
12564,2014,1,2
12564,2015,1,2
12564,2016,1,6
12565,2016,1,1
12565,2017,1,7
12566,2015,1,2
12567,2014,1,4
12568,2015,1,1
12569,2014,1,1
12570,2015,1,1
12571,2016,-1,1
12571,2016,1,1
12572,2015,1,1
12573,2016,1,2
12574,2015,1,2
12576,2016,1,1
12577,2016,1,1
12578,2015,1,1
12580,2014,1,6
12580,2015,-1,1
12580,2015,1,12
12580,2016,-1,1
12580,2016,1,11
12580,2017,-1,1
12580,2017,1,2
12582,2015,1,2
12583,2014,1,2
12584,2014,-1,14
12584,2014,1,87
12584,2015,-1,5
12584,2015,1,67
12584,2016,-1,7
12584,2016,1,66
12584,2017,-1,2
12584,2017,1,24
12585,2014,-1,1
12585,2015,1,1
12586,2016,1,1
12587,2014,-1,1
12587,2014,1,53
12587,2015,-1,2
12587,2015,1,57
12587,2016,-1,1
12587,2016,1,55
12587,2017,1,21
12588,2014,1,1
12588,2016,1,4
12588,2017,1,9
12589,2016,1,1
12590,2014,1,2
12591,2016,1,3
12594,2016,1,1
12595,2016,1,2
12598,2015,1,3
12598,2016,1,7
12599,2016,-1,2
12600,2015,1,1
12601,2017,1,5
12602,2017,1,1
12604,2016,1,3
12605,2014,1,2
12606,2017,1,1
12607,2014,1,57
12607,2015,1,41
12607,2016,1,11
12607,2017,1,1
12608,2016,1,2
12609,2015,1,1
12609,2016,1,2
12609,2017,1,2
12610,2016,1,1
12612,2016,1,2
12613,2014,1,2
12614,2014,1,1
12614,2015,1,1
12614,2016,1,1
12614,2017,1,1
12615,2015,-1,1
12615,2015,1,2
12616,2015,1,3
12616,2016,-1,1
12616,2016,1,7
12616,2017,1,1
12617,2015,1,1
12617,2016,-1,1
12617,2016,1,1
12618,2015,1,1
12619,2015,1,1
12619,2016,1,1
12619,2017,1,1
12620,2014,1,3
12620,2016,1,4
12620,2017,1,1
12621,2014,1,1
12622,2017,1,1
12623,2014,-1,2
12623,2014,1,40
12623,2015,-1,2
12623,2015,1,36
12623,2016,1,36
12623,2017,1,6
12624,2014,-1,1
12625,2014,1,2
12625,2015,1,4
12625,2017,1,1
12626,2015,1,1
12627,2015,1,2
12628,2016,1,1
12629,2015,1,3
12629,2016,1,1
12630,2016,1,13
12631,2016,1,1
12632,2015,1,1
12633,2014,1,1
12633,2015,1,1
12634,2015,1,1
12635,2015,1,1
12635,2016,1,1
12636,2014,1,22
12636,2015,-1,29
12636,2015,1,460
12636,2016,-1,28
12636,2016,1,287
12636,2017,-1,7
12636,2017,1,94
12637,2017,-1,1
12638,2016,1,2
12639,2014,-1,2
12639,2014,1,4
12639,2015,1,2
12640,2015,1,1
12641,2015,-1,1
12641,2015,1,38
12642,2014,-1,1
12642,2014,1,39
12642,2015,-1,2
12642,2015,1,20
12642,2016,1,15
12642,2017,-1,1
12642,2017,1,1
12643,2014,1,1
12643,2015,1,5
12643,2016,1,1
12646,2016,1,3
12648,2015,1,2
12649,2014,1,1
12650,2015,1,1
12651,2016,1,1
12652,2015,1,13
12652,2016,1,1
12653,2016,-1,1
12654,2016,1,1
12657,2016,1,1
12659,2017,1,1
12661,2014,1,8
12661,2015,-1,5
12661,2015,1,34
12661,2016,1,6
12662,2016,1,1
12663,2014,1,1
12664,2016,1,1
12665,2016,-1,3
12665,2016,1,19
12665,2017,-1,2
12665,2017,1,8
12666,2014,1,1
12667,2016,1,2
12668,2017,1,1
12669,2017,1,2
12670,2015,1,5
12670,2016,1,1
12671,2016,1,3
12672,2016,1,1
12673,2016,1,2
12676,2017,1,1
12677,2014,1,67
12677,2015,-1,1
12677,2015,1,43
12677,2016,1,23
12677,2017,1,4
12678,2014,-1,7
12678,2014,1,80
12678,2015,-1,13
12678,2015,1,231
12678,2016,-1,7
12678,2016,1,103
12679,2017,1,1
12680,2015,1,1
12680,2016,1,3
12681,2014,1,14
12681,2015,1,2
12682,2015,1,1
12683,2015,1,1
12683,2016,1,1
12685,2016,1,1
12686,2014,-1,1
12686,2014,1,42
12686,2015,-1,1
12686,2015,1,50
12686,2016,1,46
12686,2017,-1,1
12686,2017,1,14
12687,2017,-1,1
12688,2014,-1,1
12689,2014,1,1
12689,2015,1,1
12690,2015,1,1
12690,2016,1,1
12692,2017,1,1
12693,2017,1,1
12696,2016,1,18
12696,2017,-1,4
12696,2017,1,42
12697,2016,-1,1
12697,2016,1,5
12697,2017,-1,2
12698,2016,1,1
12699,2015,1,1
12699,2016,1,1
12701,2014,1,1
12702,2014,1,1
12702,2015,1,1
12703,2016,1,1
12704,2014,-1,4
12704,2014,1,10
12704,2015,1,5
12705,2014,-1,1
12705,2014,1,2
12706,2015,-1,2
12706,2015,1,32
12706,2016,1,44
12706,2017,-1,2
12706,2017,1,13
12707,2017,1,1
12708,2014,1,1
12708,2016,1,1
12709,2016,1,2
12710,2015,1,2
12711,2016,1,1
12711,2017,1,1
12712,2014,1,1
12712,2016,1,2
12713,2014,1,3
12713,2015,1,3
12713,2016,-1,1
12713,2016,1,1
12714,2016,1,1
12715,2014,1,2
12716,2017,1,1
12718,2014,1,1
12718,2015,1,1
12719,2016,1,1
12719,2017,1,1
12720,2016,1,1
12721,2014,1,1
12722,2015,1,2
12722,2016,1,4
12723,2015,1,1
12725,2014,1,1
12725,2015,1,2
12726,2014,1,1
12727,2016,1,1
12728,2016,1,1
12729,2016,1,14
12729,2017,1,5
12730,2015,1,1
12731,2014,1,1
12731,2015,1,24
12731,2016,1,3
12733,2016,1,1
12734,2017,1,1
12736,2014,1,1
12737,2014,1,15
12737,2015,1,29
12737,2016,1,20
12737,2017,1,10
12738,2014,1,8
12738,2015,1,13
12738,2016,1,7
12738,2017,1,3
12739,2014,1,2
12740,2014,-1,37
12740,2014,1,406
12740,2015,-1,42
12740,2015,1,709
12740,2016,-1,38
12740,2016,1,550
12740,2017,-1,21
12740,2017,1,156
12741,2015,1,10
12741,2016,1,5
12741,2017,1,1
12742,2014,1,1
12743,2014,1,3
12743,2015,1,2
12743,2017,1,2
12744,2015,1,1
12745,2015,1,1
12746,2016,-1,1
12747,2017,1,1
12748,2014,1,1
12749,2015,1,1
12750,2016,-1,1
12750,2017,1,1
12751,2016,1,1
12752,2014,-1,3
12752,2014,1,17
12752,2015,-1,3
12752,2015,1,11
12752,2016,1,5
12752,2017,1,1
12754,2014,1,4
